timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14
1752620188305,2203.0769230769233,5168.333333333334,5921.410256410257,3698.461538461539,5740.769230769231,1607.6923076923078,1605.769230769231,2258.717948717949
1752620188308,3030.769230769231,4092.0512820512827,1907.5641025641028,8167.307692307693,426.92307692307696,2373.8461538461543,7124.102564102565,1126.2820512820515
1752620188315,7467.051282051283,6121.410256410257,7283.589743589744,843.3333333333335,6010.384615384616,6908.076923076924,2110.512820512821,2088.5897435897436
1752620188317,7935.000000000001,4675.384615384616,5715.256410256411,2401.1538461538466,5855.256410256411,8251.153846153848,6812.564102564103,7715.000000000001
1752620188319,5691.153846153847,207.82051282051285,6780.256410256411,6084.487179487181,6756.538461538463,442.5641025641026,2483.4615384615386,4566.794871794872
1752620188322,2340.897435897436,4508.846153846154,3629.7435897435903,7890.641025641026,687.3076923076924,7449.615384615386,5105.641025641026,5838.589743589744
1752620188324,8393.97435897436,1872.5641025641028,2575.2564102564106,8155.000000000001,4148.076923076924,8179.102564102565,6305.000000000001,4314.48717948718
1752620188327,6224.871794871796,4490.384615384616,6017.307692307693,161.41025641025644,244.61538461538464,5152.820512820514,7583.589743589745,8345.769230769232
1752620188329,4456.923076923077,5752.948717948719,6398.717948717949,4396.025641025642,4246.025641025642,3767.435897435898,5822.307692307693,4745.256410256411
1752620188468,1540.6410256410259,478.2051282051283,1855.6410256410259,1322.1794871794873,1292.6923076923078,3484.1025641025644,5170.8974358974365,6605.641025641026
1752620188471,1238.846153846154,2432.307692307693,8351.666666666668,6988.205128205129,6815.641025641026,160.64102564102566,5461.923076923078,6360.128205128206
1752620188474,1165.0000000000002,4599.358974358975,3465.3846153846157,1346.2820512820515,5477.307692307693,4012.820512820513,8218.205128205129,5862.6923076923085
1752620188476,908.4615384615386,5614.487179487181,5865.512820512821,3329.2307692307695,4323.974358974359,1831.666666666667,7767.820512820514,4748.589743589744
1752620188524,2060.512820512821,3599.615384615385,6042.307692307693,1761.2820512820515,1108.846153846154,3069.1025641025644,4421.794871794872,4860.256410256411
1752620188527,6066.794871794873,1551.666666666667,1626.9230769230771,7389.3589743589755,1400.6410256410259,5559.2307692307695,260.8974358974359,284.3589743589744
1752620188529,5951.282051282052,1856.666666666667,6596.666666666668,3654.615384615385,3731.410256410257,6374.3589743589755,2871.410256410257,7098.589743589744
1752620188531,7058.461538461539,1424.1025641025642,1275.2564102564104,5996.410256410257,767.3076923076924,1370.3846153846155,2016.9230769230771,6009.23076923077
1752620188532,2559.1025641025644,1692.3076923076926,6179.102564102565,1992.9487179487182,2075.897435897436,1690.0000000000002,7021.282051282052,4605.641025641026
1752620188533,2569.4871794871797,5591.282051282052,244.74358974358978,3268.333333333334,7294.871794871796,1595.0000000000002,7485.128205128206,101.02564102564104
1752620188535,1625.0000000000002,508.7179487179488,6352.435897435898,8398.076923076924,1967.6923076923078,5570.128205128206,5695.512820512821,6491.923076923078
1752620188537,2009.8717948717951,2974.1025641025644,3973.9743589743593,5329.615384615386,8100.256410256411,3189.8717948717954,8142.6923076923085,7566.666666666668
1752620188538,5341.410256410257,614.4871794871796,1842.6923076923078,5681.923076923078,1800.3846153846157,5216.410256410257,5330.8974358974365,2720.2564102564106
1752620188540,1021.1538461538463,3411.2820512820517,740.6410256410257,1741.9230769230771,702.0512820512821,1854.2307692307695,4078.076923076924,1366.025641025641
1752620188541,2714.3589743589746,4942.051282051283,964.3589743589745,1539.8717948717951,4831.794871794872,3596.538461538462,6409.3589743589755,6496.025641025642
1752620188545,5730.128205128206,357.17948717948724,6116.538461538462,6042.6923076923085,6319.487179487181,4281.025641025642,2163.0769230769233,7622.6923076923085
1752620188578,6514.871794871796,2309.3589743589746,6153.846153846154,5719.743589743591,6620.256410256411,7768.97435897436,5879.743589743591,2696.1538461538466
1752620188580,1157.948717948718,4728.461538461539,5243.717948717949,1.0256410256410258,1514.3589743589746,465.3846153846155,7962.820512820514,4231.923076923077
1752620188582,1679.1025641025644,7870.641025641026,1642.6923076923078,3691.794871794872,1102.5641025641028,5268.076923076924,4410.8974358974365,3434.615384615385
1752620188621,2292.564102564103,7771.666666666668,1951.0256410256413,1572.5641025641028,7919.487179487181,3603.333333333334,5013.589743589744,2150.769230769231
1752620188623,3288.0769230769233,4481.410256410257,85.76923076923077,6071.025641025642,131.66666666666669,5972.179487179488,1626.5384615384617,6011.538461538462
1752620188624,8136.0256410256425,7190.128205128206,891.5384615384617,2054.2307692307695,2471.923076923077,1136.4102564102566,7973.205128205129,691.923076923077
1752620188672,2906.2820512820517,7313.846153846155,5147.435897435898,628.3333333333334,7921.0256410256425,7482.051282051283,5608.205128205129,1866.9230769230771
1752620188674,865.7692307692308,2330.2564102564106,6003.461538461539,2959.615384615385,4432.307692307693,5731.538461538462,3716.2820512820517,2299.1025641025644
1752620188717,8343.205128205129,7326.282051282053,1887.8205128205132,1430.897435897436,3600.1282051282055,5128.846153846154,5792.435897435898,1511.794871794872
1752620188719,4495.512820512821,6092.435897435898,2948.2051282051284,3624.48717948718,1819.6153846153848,5562.179487179488,8100.000000000001,5478.461538461539
